Export;EXP-2024-001 (2024-08-26T08:19:22+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NOx;uur;µg NO2/m³;2024-06-18T04:00:00+01:00;2024-06-18T05:00:00+01:00;13.86;35.98;4.04;34.13;8.23;32.58;7.31;23.56;31.09;59.08;17.12;18.13;13.72;17.25;20.22;23.57;65.58;49.8;29.8;22.08;10.4;56.73;31.87;88.37;135.92;24.21;25.36;11.6;9.53;24.65;26.12;31;17.88;12.21;8.38;8.81;91.09;45.34;;9.1;5.85;6.64;7.24;19.58;9.55
NOx;uur;µg NO2/m³;2024-06-18T05:00:00+01:00;2024-06-18T06:00:00+01:00;18.64;31.52;4.08;46.54;10.63;27.22;7.13;27.65;67.72;50.71;17.08;31.79;9.97;25.12;19.47;20.51;78.7;64.14;47.18;26.39;12.17;86.44;40.29;158.58;176.91;61.85;38.36;11.3;11.98;40.98;68.04;41.26;21.71;39.56;8.23;9.71;105.75;44.27;;17.45;7.39;6.24;7.03;42.16;15
NOx;uur;µg NO2/m³;2024-06-18T06:00:00+01:00;2024-06-18T07:00:00+01:00;21.27;34.53;7.8;89.51;16.8;19.7;8.21;25.93;66.99;53.34;29.69;31.97;15.28;45.08;23.38;39.57;83.62;80.9;76.05;51.99;20.38;112.84;51.86;195;216.31;36.79;54.77;10.65;17.1;44.97;97.78;36.02;44.85;27.78;15.57;12.93;123.21;57.36;;13.37;8.94;11.56;8.1;83.59;30.71
NOx;uur;µg NO2/m³;2024-06-18T07:00:00+01:00;2024-06-18T08:00:00+01:00;20.34;27.72;19.28;106.09;27.21;19.93;15.77;31.03;55.14;35.33;24.96;35.49;24.5;37.05;23.27;30.2;98.24;94.19;76.55;50.14;29.81;99.95;78.62;130.11;203.86;30.07;51.43;14.58;24.54;49.89;97.26;37.32;62.46;27.33;19.22;18.31;133.96;62.4;;7.16;9.96;13.02;7.32;55.51;15.21
NOx;uur;µg NO2/m³;2024-06-18T08:00:00+01:00;2024-06-18T09:00:00+01:00;22.3;16.65;18.7;60.53;26.95;13.37;15.23;24.52;25.97;47.11;23.61;33.71;18.41;26.92;15.88;46.45;46.27;58.33;50.34;40.28;37.5;70.56;54.65;80.83;145.25;20.11;63.83;10.07;22.25;34.54;59.53;13.14;35.57;17.3;24.56;9.2;126.39;66.44;;12.13;8.31;7.09;9.82;41.1;7.81
NOx;uur;µg NO2/m³;2024-06-18T09:00:00+01:00;2024-06-18T10:00:00+01:00;25.36;24.99;17.1;45.36;20.52;23.06;14.92;13.37;20.18;34.11;14.7;35.31;11.39;9.98;16.57;32.32;107.9;45.72;22.49;24.89;17.4;39.81;19.31;69.09;85.64;19.34;62.33;5.77;22.29;19.36;40.66;15.41;16.2;15.59;25.08;10.71;129.02;56.81;;12.26;8.53;5.34;6.89;40.9;5.21
NOx;uur;µg NO2/m³;2024-06-18T10:00:00+01:00;2024-06-18T11:00:00+01:00;27.87;9.58;14.63;37.69;17.43;8.96;12.68;;;21.11;8.3;19.76;10.99;9.54;26.77;41.58;31.66;40.95;23.53;26.3;14.14;32.61;19.12;65.64;84.67;21.17;57.08;8.12;10.88;18.75;43.05;13.21;18.72;15.2;19.03;9.34;109.94;52.97;;6.89;5.99;5.07;5.46;37.78;3.81
NOx;uur;µg NO2/m³;2024-06-18T11:00:00+01:00;2024-06-18T12:00:00+01:00;27.98;5.34;14.78;42.84;13.17;8.12;17.3;;;36.68;9.14;18.2;12.19;15;19.38;24.82;25.01;28.12;17.2;26.58;43.04;24.17;10.72;46.89;81.18;15.73;63.3;5.93;13.55;12.74;42.43;17.2;14.21;16.87;;7.35;59.2;23.07;;5.89;4.52;5.05;4.24;33.28;3.4
NOx;uur;µg NO2/m³;2024-06-18T12:00:00+01:00;2024-06-18T13:00:00+01:00;22.32;9.18;16.5;42.41;13.95;17.68;13.8;;;23.48;9.74;18.92;14.43;16.2;8.65;21.29;17.1;31.11;21.03;15.84;52.75;30.47;10.88;30.67;94.39;8.3;53.26;6.28;13.46;13.86;42.25;14.27;16.18;17.44;;7.87;56.97;17.49;;5.58;8.2;5.14;3.04;32.66;2.78
NOx;uur;µg NO2/m³;2024-06-18T13:00:00+01:00;2024-06-18T14:00:00+01:00;40.69;8.6;16.99;33.7;15.33;13.14;6.04;31.92;;28.73;10.34;11.46;13.58;13.4;11.01;43;17.17;31.14;19.46;15.63;23.03;35.6;13.82;50.09;85.83;5.05;41.12;5.21;9.9;13.8;38.04;9;14.75;16.59;;12.93;46.88;22.89;;6.71;6.52;16.67;4.35;38.21;2.66
NOx;uur;µg NO2/m³;2024-06-18T14:00:00+01:00;2024-06-18T15:00:00+01:00;36.56;5.38;19.9;27.4;6.56;15.37;6.28;39.07;;26.41;9.54;11.33;15.75;12.26;11.98;26.12;18.25;42.92;20.28;16.27;17.87;37.37;14.54;66.24;86.33;4.33;39.41;3.11;7.83;11.68;52.32;11.42;13.72;12.51;;7.08;50.3;19.01;;9.92;4.12;2.9;4.74;32.46;3.32
NOx;uur;µg NO2/m³;2024-06-18T15:00:00+01:00;2024-06-18T16:00:00+01:00;23.83;3.97;25.52;40.23;19.54;42.41;8.79;34.99;;26.51;13.12;14.76;17.94;10.14;11.29;13.49;22.48;33.86;27.71;16.41;24.19;30.38;21.84;54.61;148.26;7.13;43.55;2.57;6.89;18.52;37.54;10.96;14.33;13.63;;28.38;72.23;26.43;;4.56;8.52;4.2;4.65;39.82;4.72
NOx;uur;µg NO2/m³;2024-06-18T16:00:00+01:00;2024-06-18T17:00:00+01:00;17.11;5.13;21.14;42.51;22.83;37.82;9.72;30.56;49.48;26.55;15.7;25.17;14.59;9.37;12.54;18.49;24.32;28.69;25.1;16.83;21.47;35.3;17.4;45.35;122.54;4.87;32.7;2.97;8.32;18.25;50.74;18.2;16.19;12.39;;18.96;85.57;22.6;;3.69;7.54;2.93;4.11;25.39;4.64
NOx;uur;µg NO2/m³;2024-06-18T17:00:00+01:00;2024-06-18T18:00:00+01:00;13.07;7.19;14.5;36.88;16.87;46.74;9.25;36;25.87;16.53;8.73;19.57;12.74;9.69;23.66;42.45;24.41;20.23;20.5;13.6;17.43;33.02;11.92;27.51;63.13;4.29;27.5;4.7;9.39;8.95;33.37;6.97;10.31;7.88;7.27;4.61;75.92;22.89;;4.1;5.89;3.32;5.21;33.98;5.75
NOx;uur;µg NO2/m³;2024-06-18T18:00:00+01:00;2024-06-18T19:00:00+01:00;10.97;7.83;12.86;30.69;11.86;38.61;8.14;20.63;;17.8;9.63;14.68;10.21;11.15;24.75;23.44;20.31;11.09;21.58;9.23;14.21;35.21;22.38;33.29;24.59;3.49;11.99;3.65;5.9;12.42;21.09;7.59;8;10.95;5.26;3.53;44.2;28.83;;5.96;6.59;3.11;3.95;42.59;7.67
NOx;uur;µg NO2/m³;2024-06-18T19:00:00+01:00;2024-06-18T20:00:00+01:00;9.45;8.47;10.8;20.08;10.66;64.72;8.55;25.2;21.68;27.3;10.48;14.74;10.89;11.95;41.2;36.87;12.83;13.58;22.95;11.25;7.29;17.19;20;38.12;18.2;2.96;8.78;2.83;5.71;10.15;28.2;5.54;9.79;8.12;4.5;4.34;51.12;20.97;;6.97;4.34;2.74;12.08;35.13;7.83
NOx;uur;µg NO2/m³;2024-06-18T20:00:00+01:00;2024-06-18T21:00:00+01:00;7.89;6.92;9.68;19.75;10.55;48.06;8.93;23.81;20.18;23.53;10.53;14.17;10.34;8.38;33.2;30.87;10.6;15.87;20.74;13.03;7.93;16.31;17.96;37.2;17.43;4.54;17.76;2.7;6.04;9.15;19.06;9.96;8.67;7.84;5.35;3.78;50.98;16.79;;6.66;2.63;3.1;7.1;32.31;10.46
NOx;uur;µg NO2/m³;2024-06-18T21:00:00+01:00;2024-06-18T22:00:00+01:00;6.45;7.12;7.9;15.69;9.54;31.11;8.7;26.22;23.24;13.4;11.65;14.09;13.17;14.8;32.02;32.95;9.43;18.99;18.63;15.56;9.59;24.07;21.39;34.57;20;3.54;17.82;5.36;8.86;26.09;15.21;22.5;11.77;9.3;5.01;4.54;56.59;13.03;;6.06;4.13;3.4;2.74;22.91;4.64
NOx;uur;µg NO2/m³;2024-06-18T22:00:00+01:00;2024-06-18T23:00:00+01:00;5.97;6.3;5.93;11.43;8.64;27.88;7.84;14.91;16.23;16.55;11.41;15.38;10.52;10.46;24.88;39.89;12.51;17.63;23.44;17.6;6.97;20.57;24.52;30.88;26.14;4.94;5.89;5.8;6.17;18.96;24.88;45.59;10.45;13.21;5.74;5.39;59.52;19.69;;5.78;5.96;4;2.37;11.82;3.88
NOx;uur;µg NO2/m³;2024-06-18T23:00:00+01:00;2024-06-19T00:00:00+01:00;6.23;5.34;5.78;12.17;9.6;14.32;8.37;11.66;12.3;15.85;9.6;15.81;8.68;31.2;20.12;52.05;11.96;25.6;27.98;18.27;6.54;14.55;34.1;24.99;29.91;4.32;9.97;3.5;5.26;18.52;24.6;34.6;8.27;11.04;6.19;5.87;55.99;19.22;;7.74;4.68;3.94;1.7;9.17;2.78
NOx;uur;µg NO2/m³;2024-06-19T00:00:00+01:00;2024-06-19T01:00:00+01:00;7.54;5.67;8.05;9.75;9.16;12.64;9.22;10.76;10.73;29.56;12.32;12.1;8.72;10.46;10.96;24.27;5.19;26.96;34.04;14.71;13.54;7.63;9.64;20.85;6.89;1.46;8.04;5.01;11.5;11.34;19.96;26.85;10.21;9.44;6.6;6.84;29.76;14.85;;6.72;2.38;3.61;2.86;6.73;1.95
NOx;uur;µg NO2/m³;2024-06-19T01:00:00+01:00;2024-06-19T02:00:00+01:00;5.79;5.81;6.62;8.29;7.56;17.33;10.3;10;10.13;18.42;13.72;16.86;7.99;15.17;10.01;17.19;4.99;16.48;34.01;13.34;27.16;7.48;9.19;12.42;7.11;1.45;7.14;4.23;8.1;3.39;7.08;21.54;3.93;8.75;6.62;7.23;32.18;15.42;;4.43;1.64;2.21;3.1;10.62;2.33
NOx;uur;µg NO2/m³;2024-06-19T02:00:00+01:00;2024-06-19T03:00:00+01:00;6.56;6.86;4.74;6.66;5.09;14;12.06;9.6;9.23;18.37;10.61;30.15;7.23;24.13;8.18;13.5;10.38;11.43;33.56;16.15;39.41;9.56;11.92;10.17;11.68;1.25;8.17;2.68;6.76;3.33;5.39;14.37;3.21;6.87;6.03;6.94;18.68;11.67;;2.79;2.23;2.28;2.83;6.54;2.03
NOx;uur;µg NO2/m³;2024-06-19T03:00:00+01:00;2024-06-19T04:00:00+01:00;6.16;12.41;3.91;5.67;3.89;11.76;17.32;9.24;8.43;12.1;8.27;12.68;7.42;17.57;5.31;13.95;13.02;9.97;25.42;10.99;9.54;11.41;15.6;15.65;12.95;1.71;5.5;1.62;4.35;3.52;5.3;3.62;3.64;6.55;5.6;4.47;25.21;15.49;;2.84;2.03;2.01;2.59;4.08;2.62
NOx;uur;µg NO2/m³;2024-06-19T04:00:00+01:00;2024-06-19T05:00:00+01:00;4.4;10.64;4.68;8.65;4.37;11.69;18.47;14.8;14.45;10.46;6.77;8.87;6.68;19.71;9.09;17.03;15.42;11.77;15.6;10.98;3.97;18.49;19.18;27.34;24.46;2.19;5.44;2.61;3.37;2.37;3.6;4.46;3.46;6.66;4.37;3.1;21.81;7.99;;6.5;2.17;1.96;2.24;11.55;2.8
NOx;uur;µg NO2/m³;2024-06-19T05:00:00+01:00;2024-06-19T06:00:00+01:00;6.83;9.26;4.63;18.37;6.35;24.88;10.76;16.86;19.7;11.08;8.33;9.61;9.92;10.63;12.97;13.15;15.92;20.9;16.95;11.69;5.39;16.96;21.02;43.6;27.87;3.27;17.64;2.89;5.27;3.85;8.31;8.82;4.36;5.37;4.42;3.67;41.26;10.51;;3.1;2.28;3.66;2.42;31.17;3.64
NOx;uur;µg NO2/m³;2024-06-19T06:00:00+01:00;2024-06-19T07:00:00+01:00;8.51;7.7;5.89;31.96;8.77;31.9;9.05;17.26;27.71;14.25;9.27;10.84;9.27;8.71;11.18;11.43;19.4;36.65;13.19;14.09;14.34;23.95;11.58;34.94;36.68;2.71;26.9;3.16;5.33;6.3;17.56;5.76;10.38;4.52;5.29;4.86;55.72;12.22;;6.49;3.55;4.22;3.51;37.32;4.4
NOx;uur;µg NO2/m³;2024-06-19T07:00:00+01:00;2024-06-19T08:00:00+01:00;7.83;6.87;5.92;37.07;5.84;40.5;9.42;22.04;39.91;14.21;10.89;10.42;10.09;6.59;12.49;9.51;33.89;46.5;10.38;21.67;2.6;32.98;10.85;28.56;40.67;1.82;14.75;2.6;5.66;5.4;15.97;3.34;7.04;3.37;5.87;3.93;60.59;20.67;;2.25;2.47;4.14;3.25;26.23;3.13
NOx;uur;µg NO2/m³;2024-06-19T08:00:00+01:00;2024-06-19T09:00:00+01:00;8.92;9.22;5.75;23.86;6.89;38.43;9.24;19.97;19.94;12.34;8.21;7.68;8.06;5.73;11.2;8.05;13.75;19.8;9.75;35.4;4.92;24.92;9.25;22.18;16.38;2.43;9.15;2.55;4.35;3.76;11.39;2.89;5.69;3.6;4.92;2.62;49.79;15.34;;1.9;1.9;3.21;2.64;27.34;3.56
NOx;uur;µg NO2/m³;2024-06-19T09:00:00+01:00;2024-06-19T10:00:00+01:00;6.82;5.15;6.3;22.84;6.78;41.27;3.03;19.59;20.22;11.33;6.5;7.61;7.72;3.31;9.54;11.11;8.26;21.5;5.7;5.47;2.63;18.12;8.4;28.19;11.88;2.11;13.19;2.61;3.88;3.06;11.59;2.26;3.78;3.73;3.21;3.45;53.79;11.08;;1.49;2.18;3.62;3.02;34.95;1.85
NOx;uur;µg NO2/m³;2024-06-19T10:00:00+01:00;2024-06-19T11:00:00+01:00;9.69;4.12;6.48;26.82;7.06;31.4;2.38;16.57;17.6;8.77;3.59;4.93;6.01;3.46;7.91;10.75;3.14;23.19;6.99;62.07;0.78;14.29;8.81;26.57;8.04;2.19;18.35;2.33;3.35;3.46;13.18;2.89;3.56;5.78;2.84;3.54;49.18;9.96;;1.04;1.42;4.47;1.86;19.78;0.77
NOx;uur;µg NO2/m³;2024-06-19T11:00:00+01:00;2024-06-19T12:00:00+01:00;5.92;2.57;5.28;31.39;6.5;17.9;1.13;20.28;14.25;8.39;3.34;5.62;5.14;2.12;6.59;8.04;5.09;15.72;6.59;4.07;0.4;12.79;5.92;25.7;5.4;2.92;15.26;2.34;3.02;3.11;10.51;1.31;3.34;8.52;2.87;2.95;44.91;;;1.16;1.41;1.71;1.92;20.62;0.52
NOx;uur;µg NO2/m³;2024-06-19T12:00:00+01:00;2024-06-19T13:00:00+01:00;4.88;4.82;3.93;21.34;7.1;12.99;0.25;17.51;17.7;8.55;4.13;6.66;3.98;1.47;4.79;6.93;3.39;16.93;5.85;4.11;0.74;13;5.17;19.29;6.54;1.76;25.03;2.19;3.29;2.56;11.18;1.67;2.12;5.18;2.92;0.91;44.59;;;1.71;0.58;1.64;2.14;20.44;0.52
NOx;uur;µg NO2/m³;2024-06-19T13:00:00+01:00;2024-06-19T14:00:00+01:00;4.1;3.09;3.6;19.08;4.57;8.72;0.13;13.42;19.33;8.55;4.2;5.42;4.06;2.02;3.21;6.01;3.41;13.37;7.93;4.92;0.71;10.1;5.79;19.93;4.78;1.45;23.83;2.17;3.87;5.31;12.93;5.85;1.97;4.51;3.22;1.98;51.09;;;1.34;0.32;1.19;2.27;26.39;0.87
NOx;uur;µg NO2/m³;2024-06-19T14:00:00+01:00;2024-06-19T15:00:00+01:00;3.11;2.96;3.09;18.33;3.1;8.67;1.3;13.21;18.43;41.29;3.37;6.3;3.25;3.8;2.13;3.44;2.47;13.2;6.59;5.93;0.28;11.57;5.31;19.43;4.93;1.37;25.7;2.26;5.5;2.31;10.65;4.44;1.97;4.63;3.23;2.82;40.69;7.44;;0.87;0.51;0.96;2.21;25.38;0.38
NOx;uur;µg NO2/m³;2024-06-19T15:00:00+01:00;2024-06-19T16:00:00+01:00;3.43;6.14;3.47;21.3;2.95;14.41;3.22;15.02;31.33;17.78;3.81;5.97;3.14;4.26;3.98;4.19;2.63;11.91;6.76;7.11;0.09;8.59;5.11;17.26;5.65;2.17;23.12;2.22;2.95;3.06;7.64;2.17;2.03;4.91;3.98;3.82;55.28;8.99;;0.86;0.7;1.15;1.76;21.91;0.31
NOx;uur;µg NO2/m³;2024-06-19T16:00:00+01:00;2024-06-19T17:00:00+01:00;3.83;3.2;3.13;21.09;2.33;23.96;2.39;14.26;21.2;8.55;3.96;6.56;2.98;5.97;3;2.17;4.51;7.92;6.43;6.76;0.8;11.95;6.29;16.45;5.89;1.79;17.65;2.07;2.7;2.77;12.04;1.89;2.58;3.62;4.02;2.63;55.17;10.89;;1.03;0.46;1.14;2.35;20.96;0.21
NOx;uur;µg NO2/m³;2024-06-19T17:00:00+01:00;2024-06-19T18:00:00+01:00;3.15;3.56;3.17;16.43;2.59;18.08;2.28;15.19;15.63;7.3;4.6;5.68;3.79;2.69;4.85;4.24;4;5.46;5.51;6.54;1.1;10.39;5.07;14.54;5.23;1.15;16.15;1.84;2.5;2.32;11.27;2.08;2.46;4.06;3.42;1.58;50.13;9.03;;1.9;0.58;0.85;1.74;16.02;0.88
NOx;uur;µg NO2/m³;2024-06-19T18:00:00+01:00;2024-06-19T19:00:00+01:00;2.64;7.14;2.98;16.89;3.46;16.56;2.49;12.81;9.73;5.18;4.86;5.31;4.12;2.39;6.72;4.97;3.76;5.47;6.14;5.76;0.8;11.78;5.86;13.51;7.43;1.02;16.71;2;2.32;2.36;9.8;2.41;2.41;7.43;4.4;2.69;39.16;10.14;;1.7;0.2;1.52;2.13;16.12;0.29
NOx;uur;µg NO2/m³;2024-06-19T19:00:00+01:00;2024-06-19T20:00:00+01:00;2.82;17.46;3.27;11.2;3.11;37.7;3.34;12.54;10.41;5.94;5.34;5.68;4.67;2.26;8.45;5.29;4.21;6.41;6.9;7.1;1.7;9.73;4.13;12.55;4.96;1.6;10.92;4.78;1.99;2.2;9.83;1.77;2.67;4.11;4.51;1.9;59.5;9.18;;1.35;1.72;1.34;2.26;20.08;0.84
NOx;uur;µg NO2/m³;2024-06-19T20:00:00+01:00;2024-06-19T21:00:00+01:00;5.6;14.04;3.68;20.03;6.95;61.77;3.75;16.58;11.18;7.47;5.51;8.74;4.86;2.48;10.91;7.96;5.03;7.17;8.77;5.28;3.9;11.06;5.63;12.29;4.74;1.44;7.39;2.62;1.99;2.86;8.09;3.4;4.89;17.98;5.31;2.46;48.7;11.13;;1.57;5.48;2.57;3.24;16.88;1.45
NOx;uur;µg NO2/m³;2024-06-19T21:00:00+01:00;2024-06-19T22:00:00+01:00;4.94;5.78;5.72;21.44;14.6;92.86;4.96;16.08;18.95;6.93;7.87;10.53;6.01;4.13;11.11;18.49;7.85;14.43;14.15;7.08;7.22;14.14;9.58;22.43;9.48;1.43;6.33;2.69;2.58;7.88;14.14;10.61;8.28;3.98;4.7;3.8;57.98;12.33;;1.02;2.31;3.65;3.57;32.36;2.31
NOx;uur;µg NO2/m³;2024-06-19T22:00:00+01:00;2024-06-19T23:00:00+01:00;4.99;6.77;7.72;12.53;7;75.64;7.48;12.91;10.81;11.22;5.03;9.28;6.31;5.92;7.24;24.26;10.78;19.63;13.63;8.94;7.16;12.42;13.36;23.01;15.31;1.84;8.75;2.94;3.1;6.42;10.61;10.68;7.78;4.24;4.4;5.77;50.61;11.73;;1.14;2.04;3.22;1.8;23.7;3.84
NOx;uur;µg NO2/m³;2024-06-19T23:00:00+01:00;2024-06-20T00:00:00+01:00;4.48;8.61;4.54;9.15;6.29;57.13;6.91;7.76;10.26;5.82;4.61;10.26;7.77;5.71;7.26;16.4;14.14;19.52;13.17;12.87;4.67;21.34;18.86;18.41;19.21;1.87;5.15;2.41;3.93;9.25;9.12;12.44;10.36;5.35;5.22;4.07;34.57;12.7;;1.13;2.88;3.88;2.65;28.11;3.94
NOx;uur;µg NO2/m³;2024-06-20T00:00:00+01:00;2024-06-20T01:00:00+01:00;6.73;9.14;4.45;7.02;6.13;87.19;7.21;7.63;6.74;8.66;7.44;14.9;7.21;6.09;15.4;13.09;12.9;13.49;;11.55;4.47;12.84;18.8;14.29;15.3;1.3;;4.01;5.8;7.24;6.81;12.71;6.43;6.18;3.9;4.28;16.76;7.36;;2.68;4.14;4.03;2.83;12.62;3.92
NOx;uur;µg NO2/m³;2024-06-20T01:00:00+01:00;2024-06-20T02:00:00+01:00;5.75;9.17;3.67;9;6.88;50.31;5.03;10.19;8.13;12.17;6.91;14.42;5.28;6.67;18.45;13.69;12.12;8.46;8.78;9.2;4.43;12.13;16.65;16.91;14.48;1.81;6.05;2.88;5.42;5.26;4.84;2.73;4.89;5.56;3.56;3.07;14.22;6.74;;3.02;3.96;3.56;2.32;43.99;3.34
NOx;uur;µg NO2/m³;2024-06-20T02:00:00+01:00;2024-06-20T03:00:00+01:00;6.46;8.22;4;9.96;7.85;68.81;4.71;10.33;8.91;13.59;6.32;11.72;6.07;8.98;20.24;12.15;12.25;8.82;7.2;10.62;3.94;11.05;19.58;18.16;14.21;1.35;11.82;2.99;3.98;4.37;5.02;8.53;4.17;5.29;3.77;4.16;9.52;5.33;;3.49;4.39;4.04;2.73;11.92;3.47
NOx;uur;µg NO2/m³;2024-06-20T03:00:00+01:00;2024-06-20T04:00:00+01:00;7.16;9.87;3.7;13.33;7.24;50.31;5.46;9.91;9.94;19.22;5.99;11.03;6.73;7.8;18.27;15.14;11.88;8.23;8.51;7.15;5.17;12.11;12.66;25.31;26.37;1.57;15.95;2.83;3.08;4.09;5.98;2.41;3.8;5.72;3.76;3.45;12.62;6.95;;2.49;4.65;3.63;4.38;19.71;2.65
NOx;uur;µg NO2/m³;2024-06-20T04:00:00+01:00;2024-06-20T05:00:00+01:00;11.19;8.55;5.75;20.43;9.27;49.45;5.96;11.11;14.03;19.34;7.7;7.6;7.4;7.72;9.6;14.02;7.06;5.36;7.61;6.23;9.72;13.2;9.36;41.4;81.63;1.52;23.48;2.78;3.59;4.96;9.09;4.27;5.32;6.59;4.76;14.61;19.78;8.87;;3.51;4.54;4.19;5.91;28.65;2.86
NOx;uur;µg NO2/m³;2024-06-20T05:00:00+01:00;2024-06-20T06:00:00+01:00;13.27;9.82;12.23;35.64;17.09;29.56;6.52;13.45;16.93;20.78;9.11;16.7;10.5;8.78;8.88;17.35;11.55;16.82;16.37;13.01;12.43;22.3;9;51.87;93.36;3.32;40.96;3.68;4.9;7.14;15.41;8.41;9.56;8.4;6.8;9.68;30.16;16.71;;4.56;5.5;6.29;9.3;69.08;3.65
NOx;uur;µg NO2/m³;2024-06-20T06:00:00+01:00;2024-06-20T07:00:00+01:00;14.66;12.46;17.22;42.63;17.36;22.8;7.41;18.25;32.3;38.28;14.53;18.92;17.23;9.07;11.41;21.99;18.84;45.22;14.95;13.12;12.21;26.81;10.12;36.74;86.62;1.46;62.89;6.08;6.93;9.89;37.26;12.62;11.93;12.58;5.91;8.08;44.49;14.73;;8.57;7.84;6.64;3.61;117.95;4.21
NOx;uur;µg NO2/m³;2024-06-20T07:00:00+01:00;2024-06-20T08:00:00+01:00;20.61;17.61;21;55.18;28.36;16.69;9.54;23.57;38.55;27.36;18;25.46;21.69;10.77;11.5;28.98;18.61;35.69;16.9;19.91;24.33;28.46;18.81;47.66;87.62;2.46;32.27;5.51;9.21;13.04;42.7;9.23;13.86;13.45;5.87;8.72;60.44;21.53;;9.62;9.44;5.77;3.6;93.66;2.77
NOx;uur;µg NO2/m³;2024-06-20T08:00:00+01:00;2024-06-20T09:00:00+01:00;16.24;16.76;19.43;29.68;21.51;19.94;14.39;23.81;34.66;24.82;18.57;30.28;24.67;11.39;12.35;24.91;17.12;41.2;22.51;68.86;15.26;38.21;18.32;41.48;82.35;2.29;28.87;5.12;7.91;9.88;32.07;6.87;10.86;13.79;5.37;7.3;60.79;27.42;;5.75;6.12;4.22;2.65;35;1.76
NOx;uur;µg NO2/m³;2024-06-20T09:00:00+01:00;2024-06-20T10:00:00+01:00;16.84;12.85;17.77;31.94;19.59;16.61;15.13;24.25;28.26;26.08;15.05;31.21;20.16;11.49;13;41.71;20.38;48.27;21.21;15.93;17.62;33.72;10.94;35.96;63.13;2.55;26.64;4.33;7.8;11.71;38.4;7.33;11.56;16.27;4.69;5.89;52.39;18.22;;3.4;3.25;3.96;2.9;39.04;1.93
NOx;uur;µg NO2/m³;2024-06-20T10:00:00+01:00;2024-06-20T11:00:00+01:00;15.43;9.3;10.81;22.19;9.97;10.06;15.39;20.92;20.62;25.35;14.78;;13.63;9.13;32.45;30.57;23.21;35.43;19.56;16.31;15.41;37.22;10.85;29.47;68.54;3.6;19.83;3.35;6.94;8.98;24.05;6.01;10.37;14.42;3.53;3.51;38.38;16.75;;3.38;4.95;3.3;3.42;29.17;1.62
NOx;uur;µg NO2/m³;2024-06-20T11:00:00+01:00;2024-06-20T12:00:00+01:00;12.79;5.75;9.91;25.19;12.07;9.67;15.45;16.48;18.25;21.5;11.26;23.42;6.3;7;40.7;19.79;58.26;27.24;;17.11;16;28.93;10.11;30.75;69.52;2.85;33.59;3.38;5.93;6.28;22.17;12.4;6.14;14.91;2.32;2.77;35.44;10.79;;2.71;4.62;2.48;2.16;26.49;1.16
NOx;uur;µg NO2/m³;2024-06-20T12:00:00+01:00;2024-06-20T13:00:00+01:00;16.5;3.99;13.81;35.1;13.63;15.71;13.31;20.01;21.96;22.55;8.35;18.5;6.11;5.1;23.26;16.24;34.48;20.69;;13.55;;23.7;9.72;24.62;59.95;2.31;34.02;2.67;5.29;8.63;24.92;4.73;5.44;9.79;1.91;3.44;42.4;9.36;;2.13;3.76;2.27;2.03;19.46;0.91
NOx;uur;µg NO2/m³;2024-06-20T13:00:00+01:00;2024-06-20T14:00:00+01:00;15.34;4.65;13.57;44.55;13.93;12.19;7.43;26.05;28.77;16.28;8.15;10.19;10;5.56;11.98;18.88;14.63;20.66;;8.61;;24.67;5.37;26.41;64.85;2.49;20.63;2.34;5.67;4.7;18.25;10.61;5.38;11.19;1.88;4.84;68.06;16.69;;2.85;3.78;2.19;2.49;23.01;0.72
NOx;uur;µg NO2/m³;2024-06-20T14:00:00+01:00;2024-06-20T15:00:00+01:00;11.01;5.06;9.43;38.22;9.64;37.92;4.84;30.57;37.06;19.24;7.24;9.55;7.42;9.36;4.68;18.99;8.56;17.9;4.72;15.07;8.71;26.32;4.16;22.34;55.27;2.44;17.9;2.48;5.43;5.32;14.05;6.44;5.83;11.99;2.66;5.49;86.75;18.17;;2.97;3.79;2.3;2.37;21.11;1.13
NOx;uur;µg NO2/m³;2024-06-20T15:00:00+01:00;2024-06-20T16:00:00+01:00;11.55;6.18;9.57;34.13;9.1;41.08;2.91;22.03;23.77;18.56;6.38;5.15;7.93;10.1;3.15;11.15;8.2;17;5.38;5.66;2.59;18.47;4.16;19.58;15.8;6.28;12.96;2.78;5.01;6.58;21.92;4.11;6.72;9.3;3.85;5.2;66.06;18.14;;6.49;4.33;2.38;2.12;27.27;0.99
NOx;uur;µg NO2/m³;2024-06-20T16:00:00+01:00;2024-06-20T17:00:00+01:00;11.69;4.99;11.32;29.22;15.03;29.47;3.34;24.84;32.47;13.85;5.63;5.29;9.86;8.28;13.18;12.33;6.58;15.7;4.69;4.63;2.67;15.7;5.3;17.57;13.83;2.25;13.93;2.59;3.09;7.68;20.09;4.62;5.6;7.42;3.56;6.39;79.66;22.56;;6.08;2.69;2.77;1.87;19.5;1.34
